service_code,service_name,carrier_service_code,service_register_code,features,zone_label,country_codes,min_weight,max_weight,zone_min_weight,zone_max_weight,max_length,max_width,max_height,rate,cost,zone_id,postal_codes,cities,active,currency,weight_unit,dimension_unit,transit_days,domicile,international,included_compensation,package_format_identifier,notes,meta_source_url,meta_effective_date,veryfy price,fuel_energy_surcharge_percentage,green_surcharge_amount,peak_surcharge_amount,peak_surcharge_start_date,peak_surcharge_end_date,signature_surcharge_amount,age_verification_surcharge_amount,id_verification_surcharge_amount,signature_surcharge_letter_amount,signature_surcharge_large_letter_amount,signature_surcharge_parcel_amount
royal_mail_international_tracked_medium_parcel,International Tracked Heavier Medium Parcel,OTA,01,tracked:b2c:b2b,Rest of Europe Zone 1,DK:MC,0.001,20000,2000,3000.001,610,460,460,17.35,17.35,europe_zone_1,,,True,GBP,G,MM,7,False,True,50,mediumParcel,Royal Mail public online price for International Tracked Heavier medium parcels.  We have no contract rate also OTA is my placeholder certain zones need a specific code setting,https://www.royalmail.com/sending/international/international-tracked-signed-heavier,2026-04-07,verified public online price 2026-05-15,12,,0.12,2026-11-17,2027-01-09,,,,,,
royal_mail_international_tracked_medium_parcel,International Tracked Heavier Medium Parcel,OTA,01,tracked:b2c:b2b,Rest of Europe Zone 1,DK:MC,0.001,20000,3000,4000.001,610,460,460,17.85,17.85,europe_zone_1,,,True,GBP,G,MM,7,False,True,50,mediumParcel,Royal Mail public online price for International Tracked Heavier medium parcels.  We have no contract rate also OTA is my placeholder certain zones need a specific code setting,https://www.royalmail.com/sending/international/international-tracked-signed-heavier,2026-04-07,verified public online price 2026-05-15,12,,0.12,2026-11-17,2027-01-09,,,,,,
royal_mail_international_tracked_medium_parcel,International Tracked Heavier Medium Parcel,OTA,01,tracked:b2c:b2b,Rest of Europe Zone 1,DK:MC,0.001,20000,4000,5000.001,610,460,460,18.40,18.40,europe_zone_1,,,True,GBP,G,MM,7,False,True,50,mediumParcel,Royal Mail public online price for International Tracked Heavier medium parcels.  We have no contract rate also OTA is my placeholder certain zones need a specific code setting,https://www.royalmail.com/sending/international/international-tracked-signed-heavier,2026-04-07,verified public online price 2026-05-15,12,,0.12,2026-11-17,2027-01-09,,,,,,
royal_mail_international_tracked_medium_parcel,International Tracked Heavier Medium Parcel,OTA,01,tracked:b2c:b2b,Rest of Europe Zone 1,DK:MC,0.001,20000,5000,7500.001,610,460,460,24.05,24.05,europe_zone_1,,,True,GBP,G,MM,7,False,True,50,mediumParcel,Royal Mail public online price for International Tracked Heavier medium parcels.  We have no contract rate also OTA is my placeholder certain zones need a specific code setting,https://www.royalmail.com/sending/international/international-tracked-signed-heavier,2026-04-07,verified public online price 2026-05-15,12,,0.12,2026-11-17,2027-01-09,,,,,,
royal_mail_international_tracked_medium_parcel,International Tracked Heavier Medium Parcel,OTA,01,tracked:b2c:b2b,Rest of Europe Zone 1,DK:MC,0.001,20000,7500,10000.001,610,460,460,29.25,29.25,europe_zone_1,,,True,GBP,G,MM,7,False,True,50,mediumParcel,Royal Mail public online price for International Tracked Heavier medium parcels.  We have no contract rate also OTA is my placeholder certain zones need a specific code setting,https://www.royalmail.com/sending/international/international-tracked-signed-heavier,2026-04-07,verified public online price 2026-05-15,12,,0.12,2026-11-17,2027-01-09,,,,,,
royal_mail_international_tracked_medium_parcel,International Tracked Heavier Medium Parcel,OTA,01,tracked:b2c:b2b,Rest of Europe Zone 1,DK:MC,0.001,20000,10000,15000.001,610,460,460,39.65,39.65,europe_zone_1,,,True,GBP,G,MM,7,False,True,50,mediumParcel,Royal Mail public online price for International Tracked Heavier medium parcels.  We have no contract rate also OTA is my placeholder certain zones need a specific code setting,https://www.royalmail.com/sending/international/international-tracked-signed-heavier,2026-04-07,verified public online price 2026-05-15,12,,0.12,2026-11-17,2027-01-09,,,,,,
royal_mail_international_tracked_medium_parcel,International Tracked Heavier Medium Parcel,OTA,01,tracked:b2c:b2b,Rest of Europe Zone 1,DK:MC,0.001,20000,15000,20000.001,610,460,460,49.45,49.45,europe_zone_1,,,True,GBP,G,MM,7,False,True,50,mediumParcel,Royal Mail public online price for International Tracked Heavier medium parcels.  We have no contract rate also OTA is my placeholder certain zones need a specific code setting,https://www.royalmail.com/sending/international/international-tracked-signed-heavier,2026-04-07,verified public online price 2026-05-15,12,,0.12,2026-11-17,2027-01-09,,,,,,
royal_mail_international_tracked_medium_parcel,International Tracked Heavier Medium Parcel,OTA,01,tracked:b2c:b2b,Belgium,BE,0.001,20000,0,1000.001,610,460,460,13.00,13.00,europe_zone_2,,,True,GBP,G,MM,7,False,True,50,mediumParcel,Royal Mail public online price for International Tracked Heavier medium parcels.  We have no contract rate also OTA is my placeholder certain zones need a specific code setting,https://www.royalmail.com/sending/international/international-tracked-signed-heavier,2026-04-07,verified public online price 2026-05-15,12,,0.12,2026-11-17,2027-01-09,,,,,,
royal_mail_international_tracked_medium_parcel,International Tracked Heavier Medium Parcel,OTA,01,tracked:b2c:b2b,Belgium,BE,0.001,20000,1000,2000.001,610,460,460,16.10,16.10,europe_zone_2,,,True,GBP,G,MM,7,False,True,50,mediumParcel,Royal Mail public online price for International Tracked Heavier medium parcels.  We have no contract rate also OTA is my placeholder certain zones need a specific code setting,https://www.royalmail.com/sending/international/international-tracked-signed-heavier,2026-04-07,verified public online price 2026-05-15,12,,0.12,2026-11-17,2027-01-09,,,,,,
royal_mail_international_tracked_medium_parcel,International Tracked Heavier Medium Parcel,OTA,01,tracked:b2c:b2b,Belgium,BE,0.001,20000,2000,3000.001,610,460,460,18.65,18.65,europe_zone_2,,,True,GBP,G,MM,7,False,True,50,mediumParcel,Royal Mail public online price for International Tracked Heavier medium parcels.  We have no contract rate also OTA is my placeholder certain zones need a specific code setting,https://www.royalmail.com/sending/international/international-tracked-signed-heavier,2026-04-07,verified public online price 2026-05-15,12,,0.12,2026-11-17,2027-01-09,,,,,,
royal_mail_international_tracked_medium_parcel,International Tracked Heavier Medium Parcel,OTA,01,tracked:b2c:b2b,Belgium,BE,0.001,20000,3000,4000.001,610,460,460,33.60,33.60,europe_zone_2,,,True,GBP,G,MM,7,False,True,50,mediumParcel,Royal Mail public online price for International Tracked Heavier medium parcels.  We have no contract rate also OTA is my placeholder certain zones need a specific code setting,https://www.royalmail.com/sending/international/international-tracked-signed-heavier,2026-04-07,verified public online price 2026-05-15,12,,0.12,2026-11-17,2027-01-09,,,,,,
royal_mail_international_tracked_medium_parcel,International Tracked Heavier Medium Parcel,OTA,01,tracked:b2c:b2b,Belgium,BE,0.001,20000,4000,5000.001,610,460,460,36.65,36.65,europe_zone_2,,,True,GBP,G,MM,7,False,True,50,mediumParcel,Royal Mail public online price for International Tracked Heavier medium parcels.  We have no contract rate also OTA is my placeholder certain zones need a specific code setting,https://www.royalmail.com/sending/international/international-tracked-signed-heavier,2026-04-07,verified public online price 2026-05-15,12,,0.12,2026-11-17,2027-01-09,,,,,,
royal_mail_international_tracked_medium_parcel,International Tracked Heavier Medium Parcel,OTA,01,tracked:b2c:b2b,Belgium,BE,0.001,20000,5000,7500.001,610,460,460,54.45,54.45,europe_zone_2,,,True,GBP,G,MM,7,False,True,50,mediumParcel,Royal Mail public online price for International Tracked Heavier medium parcels.  We have no contract rate also OTA is my placeholder certain zones need a specific code setting,https://www.royalmail.com/sending/international/international-tracked-signed-heavier,2026-04-07,verified public online price 2026-05-15,12,,0.12,2026-11-17,2027-01-09,,,,,,
royal_mail_international_tracked_medium_parcel,International Tracked Heavier Medium Parcel,OTA,01,tracked:b2c:b2b,Belgium,BE,0.001,20000,7500,10000.001,610,460,460,58.10,58.10,europe_zone_2,,,True,GBP,G,MM,7,False,True,50,mediumParcel,Royal Mail public online price for International Tracked Heavier medium parcels.  We have no contract rate also OTA is my placeholder certain zones need a specific code setting,https://www.royalmail.com/sending/international/international-tracked-signed-heavier,2026-04-07,verified public online price 2026-05-15,12,,0.12,2026-11-17,2027-01-09,,,,,,
royal_mail_international_tracked_medium_parcel,International Tracked Heavier Medium Parcel,OTA,01,tracked:b2c:b2b,Belgium,BE,0.001,20000,10000,15000.001,610,460,460,78.60,78.60,europe_zone_2,,,True,GBP,G,MM,7,False,True,50,mediumParcel,Royal Mail public online price for International Tracked Heavier medium parcels.  We have no contract rate also OTA is my placeholder certain zones need a specific code setting,https://www.royalmail.com/sending/international/international-tracked-signed-heavier,2026-04-07,verified public online price 2026-05-15,12,,0.12,2026-11-17,2027-01-09,,,,,,
royal_mail_international_tracked_medium_parcel,International Tracked Heavier Medium Parcel,OTA,01,tracked:b2c:b2b,Belgium,BE,0.001,20000,15000,20000.001,610,460,460,95.10,95.10,europe_zone_2,,,True,GBP,G,MM,7,False,True,50,mediumParcel,Royal Mail public online price for International Tracked Heavier medium parcels.  We have no contract rate also OTA is my placeholder certain zones need a specific code setting,https://www.royalmail.com/sending/international/international-tracked-signed-heavier,2026-04-07,verified public online price 2026-05-15,12,,0.12,2026-11-17,2027-01-09,,,,,,
royal_mail_international_tracked_medium_parcel,International Tracked Heavier Medium Parcel,OTA,01,tracked:b2c:b2b,Italy,IT,0.001,20000,0,1000.001,610,460,460,14.05,14.05,europe_zone_2,,,True,GBP,G,MM,7,False,True,50,mediumParcel,Royal Mail public online price for International Tracked Heavier medium parcels.  We have no contract rate also OTA is my placeholder certain zones need a specific code setting,https://www.royalmail.com/sending/international/international-tracked-signed-heavier,2026-04-07,verified public online price 2026-05-15,12,,0.12,2026-11-17,2027-01-09,,,,,,
royal_mail_international_tracked_medium_parcel,International Tracked Heavier Medium Parcel,OTA,01,tracked:b2c:b2b,Italy,IT,0.001,20000,1000,2000.001,610,460,460,16.95,16.95,europe_zone_2,,,True,GBP,G,MM,7,False,True,50,mediumParcel,Royal Mail public online price for International Tracked Heavier medium parcels.  We have no contract rate also OTA is my placeholder certain zones need a specific code setting,https://www.royalmail.com/sending/international/international-tracked-signed-heavier,2026-04-07,verified public online price 2026-05-15,12,,0.12,2026-11-17,2027-01-09,,,,,,
royal_mail_international_tracked_medium_parcel,International Tracked Heavier Medium Parcel,OTA,01,tracked:b2c:b2b,Italy,IT,0.001,20000,2000,3000.001,610,460,460,19.80,19.80,europe_zone_2,,,True,GBP,G,MM,7,False,True,50,mediumParcel,Royal Mail public online price for International Tracked Heavier medium parcels.  We have no contract rate also OTA is my placeholder certain zones need a specific code setting,https://www.royalmail.com/sending/international/international-tracked-signed-heavier,2026-04-07,verified public online price 2026-05-15,12,,0.12,2026-11-17,2027-01-09,,,,,,
royal_mail_international_tracked_medium_parcel,International Tracked Heavier Medium Parcel,OTA,01,tracked:b2c:b2b,Italy,IT,0.001,20000,3000,4000.001,610,460,460,25.20,25.20,europe_zone_2,,,True,GBP,G,MM,7,False,True,50,mediumParcel,Royal Mail public online price for International Tracked Heavier medium parcels.  We have no contract rate also OTA is my placeholder certain zones need a specific code setting,https://www.royalmail.com/sending/international/international-tracked-signed-heavier,2026-04-07,verified public online price 2026-05-15,12,,0.12,2026-11-17,2027-01-09,,,,,,
royal_mail_international_tracked_medium_parcel,International Tracked Heavier Medium Parcel,OTA,01,tracked:b2c:b2b,Italy,IT,0.001,20000,4000,5000.001,610,460,460,28.00,28.00,europe_zone_2,,,True,GBP,G,MM,7,False,True,50,mediumParcel,Royal Mail public online price for International Tracked Heavier medium parcels.  We have no contract rate also OTA is my placeholder certain zones need a specific code setting,https://www.royalmail.com/sending/international/international-tracked-signed-heavier,2026-04-07,verified public online price 2026-05-15,12,,0.12,2026-11-17,2027-01-09,,,,,,
royal_mail_international_tracked_medium_parcel,International Tracked Heavier Medium Parcel,OTA,01,tracked:b2c:b2b,Italy,IT,0.001,20000,5000,7500.001,610,460,460,31.90,31.90,europe_zone_2,,,True,GBP,G,MM,7,False,True,50,mediumParcel,Royal Mail public online price for International Tracked Heavier medium parcels.  We have no contract rate also OTA is my placeholder certain zones need a specific code setting,https://www.royalmail.com/sending/international/international-tracked-signed-heavier,2026-04-07,verified public online price 2026-05-15,12,,0.12,2026-11-17,2027-01-09,,,,,,
royal_mail_international_tracked_medium_parcel,International Tracked Heavier Medium Parcel,OTA,01,tracked:b2c:b2b,Italy,IT,0.001,20000,7500,10000.001,610,460,460,37.50,37.50,europe_zone_2,,,True,GBP,G,MM,7,False,True,50,mediumParcel,Royal Mail public online price for International Tracked Heavier medium parcels.  We have no contract rate also OTA is my placeholder certain zones need a specific code setting,https://www.royalmail.com/sending/international/international-tracked-signed-heavier,2026-04-07,verified public online price 2026-05-15,12,,0.12,2026-11-17,2027-01-09,,,,,,
royal_mail_international_tracked_medium_parcel,International Tracked Heavier Medium Parcel,OTA,01,tracked:b2c:b2b,Italy,IT,0.001,20000,10000,15000.001,610,460,460,55.40,55.40,europe_zone_2,,,True,GBP,G,MM,7,False,True,50,mediumParcel,Royal Mail public online price for International Tracked Heavier medium parcels.  We have no contract rate also OTA is my placeholder certain zones need a specific code setting,https://www.royalmail.com/sending/international/international-tracked-signed-heavier,2026-04-07,verified public online price 2026-05-15,12,,0.12,2026-11-17,2027-01-09,,,,,,
royal_mail_international_tracked_medium_parcel,International Tracked Heavier Medium Parcel,OTA,01,tracked:b2c:b2b,Italy,IT,0.001,20000,15000,20000.001,610,460,460,67.90,67.90,europe_zone_2,,,True,GBP,G,MM,7,False,True,50,mediumParcel,Royal Mail public online price for International Tracked Heavier medium parcels.  We have no contract rate also OTA is my placeholder certain zones need a specific code setting,https://www.royalmail.com/sending/international/international-tracked-signed-heavier,2026-04-07,verified public online price 2026-05-15,12,,0.12,2026-11-17,2027-01-09,,,,,,
royal_mail_international_tracked_medium_parcel,International Tracked Heavier Medium Parcel,OTA,01,tracked:b2c:b2b,Netherlands,NL,0.001,20000,0,1000.001,610,460,460,12.35,12.35,europe_zone_2,,,True,GBP,G,MM,7,False,True,50,mediumParcel,Royal Mail public online price for International Tracked Heavier medium parcels.  We have no contract rate also OTA is my placeholder certain zones need a specific code setting,https://www.royalmail.com/sending/international/international-tracked-signed-heavier,2026-04-07,verified public online price 2026-05-15,12,,0.12,2026-11-17,2027-01-09,,,,,,
royal_mail_international_tracked_medium_parcel,International Tracked Heavier Medium Parcel,OTA,01,tracked:b2c:b2b,Netherlands,NL,0.001,20000,1000,2000.001,610,460,460,13.70,13.70,europe_zone_2,,,True,GBP,G,MM,7,False,True,50,mediumParcel,Royal Mail public online price for International Tracked Heavier medium parcels.  We have no contract rate also OTA is my placeholder certain zones need a specific code setting,https://www.royalmail.com/sending/international/international-tracked-signed-heavier,2026-04-07,verified public online price 2026-05-15,12,,0.12,2026-11-17,2027-01-09,,,,,,
